task_instance_id,task_group_id,split,template_family,difficulty,expected_normal_branches,observed_branches,branch_exact_match,missing_expected_branches,unexpected_branches,active_agents,event_count,unique_directed_pair_count,repeated_pair_count,message_count,artifact_count,artifact_version_count,clarification_count,revision_count,task_status,final_travel_plan_present,strict_validation_error_count,active_agent_mask,adjacency_signature
formal_multi_constraint_trip_tokyo_03,grp_tmpl_multi_constraint_trip_flight-hotel-currency-tours_budget_conflict-integration_conflict,train,multi_constraint_trip,hard,"['budget_revision', 'integration_revision', 'multi_branch']","['budget_revision', 'integration_revision', 'multi_branch']",True,[],[],"['client', 'currency_agent', 'flight_agent', 'hotel_agent', 'tours_agent', 'travel_coordinator']",16,12,4,16,8,10,2,2,completed,True,0,"{'travel_coordinator': True, 'flight_agent': True, 'hotel_agent': True, 'currency_agent': True, 'tours_agent': True}","[['currency_agent', 'hotel_agent'], ['currency_agent', 'travel_coordinator'], ['flight_agent', 'travel_coordinator'], ['hotel_agent', 'currency_agent'], ['hotel_agent', 'travel_coordinator'], ['tours_agent', 'travel_coordinator'], ['travel_coordinator', 'currency_agent'], ['travel_coordinator', 'flight_agent'], ['travel_coordinator', 'hotel_agent'], ['travel_coordinator', 'tours_agent']]"
formal_multi_constraint_trip_hongkong_04,grp_tmpl_multi_constraint_trip_flight-hotel-currency-tours_budget_conflict-schedule_conflict,train,multi_constraint_trip,hard,"['budget_revision', 'schedule_clarification', 'multi_branch']","['budget_revision', 'schedule_clarification', 'multi_branch']",True,[],[],"['client', 'currency_agent', 'flight_agent', 'hotel_agent', 'tours_agent', 'travel_coordinator']",17,14,3,17,8,10,4,1,completed,True,0,"{'travel_coordinator': True, 'flight_agent': True, 'hotel_agent': True, 'currency_agent': True, 'tours_agent': True}","[['currency_agent', 'hotel_agent'], ['currency_agent', 'travel_coordinator'], ['flight_agent', 'tours_agent'], ['flight_agent', 'travel_coordinator'], ['hotel_agent', 'currency_agent'], ['hotel_agent', 'travel_coordinator'], ['tours_agent', 'flight_agent'], ['tours_agent', 'travel_coordinator'], ['travel_coordinator', 'currency_agent'], ['travel_coordinator', 'flight_agent'], ['travel_coordinator', 'hotel_agent'], ['travel_coordinator', 'tours_agent']]"
formal_multi_constraint_trip_bangkok_05,grp_tmpl_multi_constraint_trip_flight-hotel-currency-tours_budget_conflict-integration_conflict,train,multi_constraint_trip,hard,"['budget_revision', 'integration_revision', 'client_clarification', 'multi_branch']","['budget_revision', 'integration_revision', 'client_clarification', 'multi_branch']",True,[],[],"['client', 'currency_agent', 'flight_agent', 'hotel_agent', 'tours_agent', 'travel_coordinator']",18,12,6,18,8,10,4,2,completed,True,0,"{'travel_coordinator': True, 'flight_agent': True, 'hotel_agent': True, 'currency_agent': True, 'tours_agent': True}","[['currency_agent', 'hotel_agent'], ['currency_agent', 'travel_coordinator'], ['flight_agent', 'travel_coordinator'], ['hotel_agent', 'currency_agent'], ['hotel_agent', 'travel_coordinator'], ['tours_agent', 'travel_coordinator'], ['travel_coordinator', 'currency_agent'], ['travel_coordinator', 'flight_agent'], ['travel_coordinator', 'hotel_agent'], ['travel_coordinator', 'tours_agent']]"
formal_multi_constraint_trip_taipei_06,grp_tmpl_multi_constraint_trip_flight-hotel-currency-tours_budget_conflict-schedule_conflict,train,multi_constraint_trip,hard,"['budget_revision', 'schedule_clarification', 'multi_branch']","['budget_revision', 'schedule_clarification', 'multi_branch']",True,[],[],"['client', 'currency_agent', 'flight_agent', 'hotel_agent', 'tours_agent', 'travel_coordinator']",17,14,3,17,8,10,4,1,completed,True,0,"{'travel_coordinator': True, 'flight_agent': True, 'hotel_agent': True, 'currency_agent': True, 'tours_agent': True}","[['currency_agent', 'hotel_agent'], ['currency_agent', 'travel_coordinator'], ['flight_agent', 'tours_agent'], ['flight_agent', 'travel_coordinator'], ['hotel_agent', 'currency_agent'], ['hotel_agent', 'travel_coordinator'], ['tours_agent', 'flight_agent'], ['tours_agent', 'travel_coordinator'], ['travel_coordinator', 'currency_agent'], ['travel_coordinator', 'flight_agent'], ['travel_coordinator', 'hotel_agent'], ['travel_coordinator', 'tours_agent']]"
formal_multi_constraint_trip_paris_07,grp_tmpl_multi_constraint_trip_flight-hotel-currency-tours_budget_conflict-integration_conflict,train,multi_constraint_trip,hard,"['budget_revision', 'integration_revision', 'multi_branch']","['budget_revision', 'integration_revision', 'multi_branch']",True,[],[],"['client', 'currency_agent', 'flight_agent', 'hotel_agent', 'tours_agent', 'travel_coordinator']",16,12,4,16,8,10,2,2,completed,True,0,"{'travel_coordinator': True, 'flight_agent': True, 'hotel_agent': True, 'currency_agent': True, 'tours_agent': True}","[['currency_agent', 'hotel_agent'], ['currency_agent', 'travel_coordinator'], ['flight_agent', 'travel_coordinator'], ['hotel_agent', 'currency_agent'], ['hotel_agent', 'travel_coordinator'], ['tours_agent', 'travel_coordinator'], ['travel_coordinator', 'currency_agent'], ['travel_coordinator', 'flight_agent'], ['travel_coordinator', 'hotel_agent'], ['travel_coordinator', 'tours_agent']]"
formal_multi_constraint_trip_berlin_08,grp_tmpl_multi_constraint_trip_flight-hotel-currency-tours_budget_conflict-schedule_conflict,train,multi_constraint_trip,hard,"['budget_revision', 'schedule_clarification', 'client_clarification', 'multi_branch']","['budget_revision', 'schedule_clarification', 'client_clarification', 'multi_branch']",True,[],[],"['client', 'currency_agent', 'flight_agent', 'hotel_agent', 'tours_agent', 'travel_coordinator']",19,14,5,19,8,10,6,1,completed,True,0,"{'travel_coordinator': True, 'flight_agent': True, 'hotel_agent': True, 'currency_agent': True, 'tours_agent': True}","[['currency_agent', 'hotel_agent'], ['currency_agent', 'travel_coordinator'], ['flight_agent', 'tours_agent'], ['flight_agent', 'travel_coordinator'], ['hotel_agent', 'currency_agent'], ['hotel_agent', 'travel_coordinator'], ['tours_agent', 'flight_agent'], ['tours_agent', 'travel_coordinator'], ['travel_coordinator', 'currency_agent'], ['travel_coordinator', 'flight_agent'], ['travel_coordinator', 'hotel_agent'], ['travel_coordinator', 'tours_agent']]"
formal_hard_normal_trip_vancouver_01,grp_tmpl_hard_normal_trip_flight-hotel-tours_schedule_conflict,test,activity_focused_trip,medium,"['schedule_clarification', 'client_clarification', 'multi_branch']","['schedule_clarification', 'client_clarification', 'multi_branch']",True,[],[],"['client', 'flight_agent', 'hotel_agent', 'tours_agent', 'travel_coordinator']",13,10,3,13,6,7,4,0,completed,True,0,"{'travel_coordinator': True, 'flight_agent': True, 'hotel_agent': True, 'currency_agent': False, 'tours_agent': True}","[['flight_agent', 'tours_agent'], ['flight_agent', 'travel_coordinator'], ['hotel_agent', 'travel_coordinator'], ['tours_agent', 'flight_agent'], ['tours_agent', 'travel_coordinator'], ['travel_coordinator', 'flight_agent'], ['travel_coordinator', 'hotel_agent'], ['travel_coordinator', 'tours_agent']]"
formal_hard_normal_trip_london_02,grp_tmpl_hard_normal_trip_flight-hotel-currency-tours_budget_conflict-schedule_conflict,validation,multi_constraint_trip,hard,"['budget_revision', 'schedule_clarification', 'multi_branch']","['budget_revision', 'schedule_clarification', 'multi_branch']",True,[],[],"['client', 'currency_agent', 'flight_agent', 'hotel_agent', 'tours_agent', 'travel_coordinator']",17,14,3,17,8,10,4,1,completed,True,0,"{'travel_coordinator': True, 'flight_agent': True, 'hotel_agent': True, 'currency_agent': True, 'tours_agent': True}","[['currency_agent', 'hotel_agent'], ['currency_agent', 'travel_coordinator'], ['flight_agent', 'tours_agent'], ['flight_agent', 'travel_coordinator'], ['hotel_agent', 'currency_agent'], ['hotel_agent', 'travel_coordinator'], ['tours_agent', 'flight_agent'], ['tours_agent', 'travel_coordinator'], ['travel_coordinator', 'currency_agent'], ['travel_coordinator', 'flight_agent'], ['travel_coordinator', 'hotel_agent'], ['travel_coordinator', 'tours_agent']]"
formal_hard_normal_trip_barcelona_03,grp_tmpl_hard_normal_trip_flight-hotel-currency-tours_budget_conflict-integration_conflict,validation,family_trip,hard,"['budget_revision', 'integration_revision', 'multi_branch']","['budget_revision', 'integration_revision', 'multi_branch']",True,[],[],"['client', 'currency_agent', 'flight_agent', 'hotel_agent', 'tours_agent', 'travel_coordinator']",16,12,4,16,8,10,2,2,completed,True,0,"{'travel_coordinator': True, 'flight_agent': True, 'hotel_agent': True, 'currency_agent': True, 'tours_agent': True}","[['currency_agent', 'hotel_agent'], ['currency_agent', 'travel_coordinator'], ['flight_agent', 'travel_coordinator'], ['hotel_agent', 'currency_agent'], ['hotel_agent', 'travel_coordinator'], ['tours_agent', 'travel_coordinator'], ['travel_coordinator', 'currency_agent'], ['travel_coordinator', 'flight_agent'], ['travel_coordinator', 'hotel_agent'], ['travel_coordinator', 'tours_agent']]"
formal_hard_normal_trip_singapore_04,grp_tmpl_hard_normal_trip_flight-hotel-currency-tours_budget_conflict-schedule_conflict,validation,business_trip,hard,"['budget_revision', 'schedule_clarification', 'multi_branch']","['budget_revision', 'schedule_clarification', 'multi_branch']",True,[],[],"['client', 'currency_agent', 'flight_agent', 'hotel_agent', 'tours_agent', 'travel_coordinator']",17,14,3,17,8,10,4,1,completed,True,0,"{'travel_coordinator': True, 'flight_agent': True, 'hotel_agent': True, 'currency_agent': True, 'tours_agent': True}","[['currency_agent', 'hotel_agent'], ['currency_agent', 'travel_coordinator'], ['flight_agent', 'tours_agent'], ['flight_agent', 'travel_coordinator'], ['hotel_agent', 'currency_agent'], ['hotel_agent', 'travel_coordinator'], ['tours_agent', 'flight_agent'], ['tours_agent', 'travel_coordinator'], ['travel_coordinator', 'currency_agent'], ['travel_coordinator', 'flight_agent'], ['travel_coordinator', 'hotel_agent'], ['travel_coordinator', 'tours_agent']]"
formal_hard_normal_trip_tokyo_05,grp_tmpl_hard_normal_trip_flight-hotel-currency-tours_budget_conflict-integration_conflict,validation,basic_trip,hard,"['budget_revision', 'integration_revision', 'multi_branch']","['budget_revision', 'integration_revision', 'multi_branch']",True,[],[],"['client', 'currency_agent', 'flight_agent', 'hotel_agent', 'tours_agent', 'travel_coordinator']",16,12,4,16,8,10,2,2,completed,True,0,"{'travel_coordinator': True, 'flight_agent': True, 'hotel_agent': True, 'currency_agent': True, 'tours_agent': True}","[['currency_agent', 'hotel_agent'], ['currency_agent', 'travel_coordinator'], ['flight_agent', 'travel_coordinator'], ['hotel_agent', 'currency_agent'], ['hotel_agent', 'travel_coordinator'], ['tours_agent', 'travel_coordinator'], ['travel_coordinator', 'currency_agent'], ['travel_coordinator', 'flight_agent'], ['travel_coordinator', 'hotel_agent'], ['travel_coordinator', 'tours_agent']]"
